GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1398570347	2022-04-20 21:27:18.377904	33474	species	avibase-043F337A	Indigo Bunting	Passerina cyanea				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			home - back yard	L8643237	P	32.0492756	-86.2220963	2022-04-19	09:08:00	obsr688433	S107583088	Stationary	P21	EBIRD	180			1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401374890	2022-04-23 19:14:44.997364	33474	species	avibase-043F337A	Indigo Bunting	Passerina cyanea				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-23	12:11:00	obsr186678	S107815811	Traveling	P22	EBIRD	100	2.500		2	1	G8229322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392219815	2022-04-14 18:38:24.313654	33474	species	avibase-043F337A	Indigo Bunting	Passerina cyanea				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	16:34:00	obsr2929208	S107049468	Traveling	P22	EBIRD	63	0.360		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392227681	2022-04-14 18:53:17.047407	32906	species	avibase-8C105C3C	Kentucky Warbler	Geothlypis formosa				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	17:38:00	obsr2929208	S107050589	Stationary	P21	EBIRD	14			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392440607	2022-04-15 00:52:54.275477	32906	species	avibase-8C105C3C	Kentucky Warbler	Geothlypis formosa				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama	L5830207	P	32.0545640	-86.2193860	2022-04-13	09:25:00	obsr688433	S107066743	Stationary	P21	EBIRD	90			1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1395326173	2022-04-17 14:31:51.74399	5793	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			70–98 Boardwalk, Pike Road US-AL 32.34562, -86.03291	L18556586	P	32.3456180	-86.0329100	2022-04-17	12:29:00	obsr2935536	S107309707	Stationary	P21	EBIRD	61			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1407322576	2022-04-28 16:33:05.342258	5793	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-13	11:41:00	obsr456189	S108312967	Traveling	P22	EBIRD	61	4.380		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418574190	2022-05-07 15:53:22.543531	5793	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-04	17:24:00	obsr1060942	S109243061	Traveling	P22	EBIRD	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418578821	2022-05-07 15:52:44.126376	5793	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-13	17:21:00	obsr1060942	S109242991	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392103440	2022-05-06 17:36:18.652754	5793	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-14	14:50:00	obsr665305	S107038866	Traveling	P22	EBIRD	19	3.343		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391481792	2022-04-13 22:04:58.658562	20282	species	avibase-36171C2B	Loggerhead Shrike	Lanius ludovicianus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-13	17:00:00	obsr658500	S106987745	Traveling	P22	EBIRD	30	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387000452	2022-04-09 12:09:15.171571	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Blount Cultural Park, Montgomery US-AL 32.35075, -86.21177	L18237006	P	32.3507460	-86.2117730	2022-04-09	09:08:00	obsr1060942	S106610711	Traveling	P22	EBIRD	120	1.961		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402674632	2022-04-24 13:52:25.403079	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404410925	2022-04-25 20:30:11.695408	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery East Exchange Park	L7650910	P	32.3995123	-86.2546706	2022-04-25	18:10:00	obsr940190	S108072305	Traveling	P22	EBIRD	40	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418583328	2022-05-07 15:52:44.141478	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-13	17:21:00	obsr1060942	S109242991	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397547251	2022-04-19 19:08:52.507017	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				14					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-19	18:03:00	obsr790796	S107497941	Stationary	P21	EBIRD	4			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1418574203	2022-05-07 15:53:22.627297	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-04	17:24:00	obsr1060942	S109243061	Traveling	P22	EBIRD	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391481781	2022-04-13 22:04:58.658562	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-13	17:00:00	obsr658500	S106987745	Traveling	P22	EBIRD	30	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387367722	2022-04-09 17:07:24.614784	483	species	avibase-85625D75	Mallard	Anas platyrhynchos				10					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-09	15:39:00	obsr2935536	S106642691	Traveling	P22	EBIRD	60	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406468038	2022-04-27 19:01:11.262803	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				2	P 	C3	P 		United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-27	08:45:00	obsr106380	S108243079	Traveling	P22	EBIRD	556	1.609		2	1		0	1	0			Probable pair in same tree	
URN:CornellLabOfOrnithology:EBIRD:OBS1410457772	2022-05-01 09:10:10.824608	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-29	18:00:00	obsr940190	S108575942	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1403732381	2022-04-25 10:23:35.697587	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3400 McGehee Rd, Montgomery US-AL 32.33391, -86.24828	L18685372	P	32.3339120	-86.2482820	2022-04-25	09:23:00	obsr228192	S108014323	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1403706958	2022-04-25 09:59:20.812341	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-25	08:44:00	obsr665305	S108011854	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 72 degrees partly cloudy. First Mississippi Kite of season.	FOS	
URN:CornellLabOfOrnithology:EBIRD:OBS1402337542	2022-04-24 10:46:53.761377	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-24	09:40:00	obsr940190	S107897599	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1407893993	2022-04-29 09:56:19.936558	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-28	16:15:00	obsr940190	S108363029	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405942672	2022-04-27 10:55:04.897208	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-27	09:44:00	obsr665305	S108198560	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1404407881	2022-04-25 20:19:56.764828	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-25	16:05:00	obsr940190	S108071900	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404432728	2022-04-25 20:52:20.27149	7709	species	avibase-ACFC8EB6	Mississippi Kite	Ictinia mississippiensis				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-25	15:10:00	obsr106380	S108074389	Traveling	P22	EBIRD	180	0.805		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1414367168	2022-05-04 09:36:46.494605	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama, US (32.106, -86.025)	L18839420	P	32.1057265	-86.0246692	2022-04-28	06:17:00	obsr1095129	S108900410	Traveling	P22	EBIRD	35	0.306		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397886067	2022-04-20 08:13:41.783937	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2022-04-20	07:12:00	obsr714567	S107523097	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1396084290	2022-04-18 09:27:56.858067	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18370	L10967029	P	32.3404500	-86.1837040	2022-04-18	08:25:00	obsr698531	S107374516	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402674636	2022-04-24 13:52:25.41818	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408424800	2022-04-29 17:43:14.85517	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 S, Montgomery US-AL 32.39988, -86.33569	L18751989	P	32.3998810	-86.3356900	2022-04-29	16:37:00	obsr431721	S108406731	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401451073	2022-04-23 16:12:25.296317	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-23	15:04:00	obsr665305	S107822794	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401102108	2022-04-23 12:16:06.111763	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-23	10:58:00	obsr665305	S107793481	Stationary	P21	EBIRD	12			1	1		0	1	0		Sun porch. Feeders empty.		
URN:CornellLabOfOrnithology:EBIRD:OBS1380248597	2022-04-01 19:30:36.629606	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-01	17:34:00	obsr186678	S106046064	Traveling	P22	EBIRD	45	3.663		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406979105	2022-04-28 10:59:27.841525	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-28	08:44:00	obsr665305	S108283927	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1402503258	2022-04-24 12:16:27.119605	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-24	10:35:00	obsr186678	S107910714	Traveling	P22	EBIRD	40	2.250		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388107985	2022-04-10 12:09:49.025247	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18374	L16586046	P	32.3404870	-86.1837440	2022-04-10	11:08:00	obsr698531	S106704144	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1395223926	2022-04-17 13:10:49.206351	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8169 Grayson Grove, Montgomery US-AL (32.3310,-86.1544)	L10927216	P	32.3310190	-86.1544470	2022-04-17	11:10:00	obsr234761	S107300659	Stationary	P21	EBIRD	15			1	1		0	1	0		Cloudy. Breezy. 66.		
URN:CornellLabOfOrnithology:EBIRD:OBS1390896704	2022-04-13 10:46:02.41792	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18370	L10967029	P	32.3404500	-86.1837040	2022-04-13	09:41:00	obsr698531	S106936700	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399866650	2022-04-22 10:14:05.513326	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397547250	2022-04-19 19:08:52.506215	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2022-04-19	18:03:00	obsr790796	S107497941	Stationary	P21	EBIRD	4			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1395282692	2022-04-17 13:58:17.684393	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			B	L17937964	P	32.1761960	-86.3521210	2022-04-17	12:34:00	obsr2929208	S107306009	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405810313	2022-04-27 08:31:06.209577	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18374	L16586046	P	32.3404870	-86.1837440	2022-04-27	07:27:00	obsr698531	S108187182	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984415	2022-04-13 12:12:35.075163	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390888949	2022-04-13 10:51:16.689383	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Golf course	L18487837	P	32.4011830	-86.2227080	2022-04-13	08:24:00	obsr456189	S106937170	Traveling	P22	EBIRD	83	1.232		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380997475	2022-04-02 15:23:07.051011	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			400 North Perry Street, Montgomery, Alabama, US (32.383, -86.308)	L18343673	P	32.3826710	-86.3078737	2022-04-02	13:58:00	obsr979173	S106109842	Traveling	P22	EBIRD	21	0.274		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404410921	2022-04-25 20:30:11.695408	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery East Exchange Park	L7650910	P	32.3995123	-86.2546706	2022-04-25	18:10:00	obsr940190	S108072305	Traveling	P22	EBIRD	40	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1396158607	2022-04-18 10:53:15.116927	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-18	09:22:00	obsr665305	S107381817	Stationary	P21	EBIRD	12			1	1		0	1	0		Sun porch. 65 degrees misty but it appears clouds may soon move out.		
URN:CornellLabOfOrnithology:EBIRD:OBS1401854249	2022-04-23 22:11:46.383377	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr527452	S107858673	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386440286	2022-04-08 19:20:35.157664	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-08	17:14:00	obsr665305	S106563819	Stationary	P21	EBIRD	9			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401854263	2022-04-23 22:11:46.383377	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr402712	S107858674	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406468047	2022-04-27 19:01:11.283772	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-27	08:45:00	obsr106380	S108243079	Traveling	P22	EBIRD	556	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391481789	2022-04-13 22:04:58.658562	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-13	17:00:00	obsr658500	S106987745	Traveling	P22	EBIRD	30	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408495339	2022-04-29 18:30:39.486176	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			B	L17937964	P	32.1761960	-86.3521210	2022-04-29	16:05:00	obsr2929208	S108412716	Traveling	P22	EBIRD	84	1.305		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392219825	2022-04-14 18:38:24.335797	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	16:34:00	obsr2929208	S107049468	Traveling	P22	EBIRD	63	0.360		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380218680	2022-04-01 18:53:49.251588	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-01	17:40:00	obsr665305	S106043547	Stationary	P21	EBIRD	12			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406077906	2022-04-27 12:30:42.062552	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	17:00:00	obsr106380	S108209563	Traveling	P22	EBIRD	60	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402919675	2022-04-24 16:41:27.61892	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Backyard	L9481690	P	32.3695524	-86.2294713	2022-04-24	14:33:00	obsr405141	S107947361	Stationary	P21	EBIRD	66			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380928712	2022-04-02 14:19:13.017636	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34045, -86.18369	L11676932	P	32.3404500	-86.1836880	2022-04-02	13:15:00	obsr698531	S106103309	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389136283	2022-04-11 11:47:45.776948	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34047, -86.18369	L13538170	P	32.3404660	-86.1836940	2022-04-11	10:44:00	obsr698531	S106790830	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399516423	2022-04-21 21:17:15.320365	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-21	15:50:00	obsr940190	S107661716	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404096028	2022-04-25 15:18:41.154203	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18373	L13474452	P	32.3404890	-86.1837320	2022-04-25	14:14:00	obsr698531	S108043970	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401088244	2022-04-23 12:00:18.174137	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34050, -86.18367	L13733013	P	32.3404960	-86.1836690	2022-04-23	10:55:00	obsr698531	S107791524	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1411953254	2022-05-02 08:19:27.923333	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr157121	S108701168	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385626219	2022-04-07 21:22:37.269755	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-07	18:10:00	obsr665305	S106497932	Stationary	P21	EBIRD	8			1	1		0	1	0		Yard.		
